order_id,customer_id,postal_code,product_id,sales,quantity,discount,profit,category,subcategory,product_name,order_date,ship_date,ship_mode,customer_name,segment,country,city,state,region
CA-2019-155481,DK-13225,19140,OFF-FA-10002780,16.688,7,0.2,5.4236,Office Supplies,Fasteners,Staples,9/1/2019,9/5/2019,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East
US-2019-152051,TS-21160,17403,FUR-CH-10002965,422.058,3,0.3,-18.0882,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",6/25/2019,6/29/2019,Standard Class,Theresa Swint,Corporate,United States,York,Pennsylvania,East
US-2019-152051,TS-21160,17403,OFF-BI-10004781,38.088,4,0.7,-27.9312,Office Supplies,Binders,GBC Wire Binding Strips,6/25/2019,6/29/2019,Standard Class,Theresa Swint,Corporate,United States,York,Pennsylvania,East
US-2019-152051,TS-21160,17403,OFF-ST-10001713,254.352,6,0.2,-50.8704,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",6/25/2019,6/29/2019,Standard Class,Theresa Swint,Corporate,United States,York,Pennsylvania,East
CA-2017-141607,WB-21850,94521,FUR-FU-10003975,43.31,1,0,4.331,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,12/12/2017,12/17/2017,Standard Class,William Brown,Consumer,United States,Concord,California,West
CA-2020-102771,DO-13435,10035,TEC-PH-10001536,84.95,5,0,22.087,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,3/31/2020,4/5/2020,Standard Class,Denny Ordway,Consumer,United States,New York City,New York,East
US-2020-139969,AF-10870,77840,FUR-CH-10001973,233.058,3,0.3,-53.2704,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,11/19/2020,11/26/2020,Standard Class,Art Ferguson,Consumer,United States,College Station,Texas,Central
CA-2017-167360,RB-19435,63116,TEC-AC-10001772,111.79,7,0,43.5981,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,11/24/2017,11/29/2017,Second Class,Richard Bierner,Consumer,United States,Saint Louis,Missouri,Central
CA-2018-123505,AR-10540,2169,OFF-PA-10002586,14.94,3,0,7.0218,Office Supplies,Paper,Xerox 1970,11/22/2018,11/26/2018,Standard Class,Andy Reiter,Consumer,United States,Quincy,Massachusetts,East
CA-2019-117282,DR-12880,10009,OFF-BI-10004094,14.16,2,0.2,5.133,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,7/14/2019,7/18/2019,Standard Class,Dan Reichenbach,Corporate,United States,New York City,New York,East
US-2019-120460,BF-11170,75081,FUR-FU-10004973,22.608,3,0.6,-10.1736,Furniture,Furnishings,Flat Face Poster Frame,4/30/2019,5/5/2019,Standard Class,Ben Ferrer,Home Office,United States,Dallas,Texas,Central
CA-2019-111115,LB-16735,90032,OFF-FA-10000624,21.48,6,0,10.74,Office Supplies,Fasteners,OIC Binder Clips,7/25/2019,7/27/2019,Second Class,Larry Blacks,Consumer,United States,Los Angeles,California,West
CA-2017-124646,DV-13465,55407,OFF-ST-10001097,501.81,3,0,0,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,6/22/2017,6/24/2017,First Class,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,Central
CA-2017-124646,DV-13465,55407,OFF-ST-10001469,161.94,3,0,9.7164,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,6/22/2017,6/24/2017,First Class,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,Central
CA-2020-148166,NK-18490,32725,OFF-AR-10004956,17.856,4,0.2,2.0088,Office Supplies,Art,Newell 33,10/21/2020,10/26/2020,Standard Class,Neil Knudson,Home Office,United States,Deltona,Florida,South
CA-2019-159737,CS-11950,60610,OFF-BI-10004236,8.808,3,0.8,-14.9736,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",9/3/2019,9/9/2019,Standard Class,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central
CA-2019-141019,LH-17155,45231,FUR-FU-10002937,79.384,1,0.2,29.769,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",5/14/2019,5/14/2019,Same Day,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,East
CA-2019-101938,DW-13480,94601,OFF-AR-10003696,34.58,1,0,10.0282,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,1/7/2019,1/12/2019,Standard Class,Dianna Wilson,Home Office,United States,Oakland,California,West
CA-2020-166296,KF-16285,95336,OFF-PA-10004359,314.55,3,0,150.984,Office Supplies,Paper,Multicolor Computer Printout Paper,3/13/2020,3/19/2020,Standard Class,Karen Ferguson,Home Office,United States,Manteca,California,West
CA-2019-154018,HA-14920,78041,TEC-AC-10002402,191.976,3,0.2,23.997,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,10/13/2019,10/19/2019,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central
CA-2019-154018,HA-14920,78041,OFF-PA-10000551,8.288,2,0.2,3.0044,Office Supplies,Paper,Array Memo Cubes,10/13/2019,10/19/2019,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central
CA-2019-154018,HA-14920,78041,FUR-FU-10003394,139.92,5,0.6,-150.414,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",10/13/2019,10/19/2019,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central
CA-2019-154018,HA-14920,78041,OFF-AR-10002067,15.872,1,0.2,1.1904,Office Supplies,Art,Newell 334,10/13/2019,10/19/2019,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central
CA-2019-154018,HA-14920,78041,OFF-BI-10004140,6.286,7,0.8,-11.0005,Office Supplies,Binders,Avery Non-Stick Binders,10/13/2019,10/19/2019,Standard Class,Helen Andreada,Consumer,United States,Laredo,Texas,Central
CA-2020-117870,JH-15820,44240,OFF-AR-10004078,14.016,3,0.2,1.752,Office Supplies,Art,Newell 312,1/27/2020,1/30/2020,Second Class,John Huston,Consumer,United States,Kent,Ohio,East
CA-2020-117870,JH-15820,44240,TEC-AC-10000927,71.976,3,0.2,-8.997,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,1/27/2020,1/30/2020,Second Class,John Huston,Consumer,United States,Kent,Ohio,East
CA-2020-117870,JH-15820,44240,TEC-PH-10003931,107.982,3,0.4,-26.9955,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,1/27/2020,1/30/2020,Second Class,John Huston,Consumer,United States,Kent,Ohio,East
US-2020-137491,LC-16930,76903,FUR-CH-10004675,305.312,2,0.3,-8.7232,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",11/19/2020,11/25/2020,Standard Class,Linda Cazamias,Corporate,United States,San Angelo,Texas,Central
CA-2017-152296,IL-15100,94122,OFF-BI-10004506,19.752,3,0.2,6.9132,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,8/1/2017,8/3/2017,First Class,Ivan Liston,Consumer,United States,San Francisco,California,West
CA-2019-112025,LS-16975,77070,OFF-BI-10002353,9.264,3,0.8,-13.896,Office Supplies,Binders,GBC VeloBind Cover Sets,7/30/2019,8/4/2019,Standard Class,Lindsay Shagiari,Home Office,United States,Houston,Texas,Central
CA-2018-132507,CC-12610,77041,OFF-ST-10000943,61.792,4,0.2,6.1792,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,7/30/2018,8/3/2018,Second Class,Corey Catlett,Corporate,United States,Houston,Texas,Central
CA-2019-125738,PB-18805,84106,OFF-PA-10000740,45.68,2,0,21.0128,Office Supplies,Paper,Xerox 1982,10/15/2019,10/21/2019,Standard Class,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,West
CA-2019-125738,PB-18805,84106,OFF-PA-10003001,60.12,9,0,28.8576,Office Supplies,Paper,Xerox 1986,10/15/2019,10/21/2019,Standard Class,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,West
CA-2019-125738,PB-18805,84106,OFF-BI-10001628,41.72,5,0.2,13.0375,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",10/15/2019,10/21/2019,Standard Class,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,West
CA-2019-125738,PB-18805,84106,OFF-PA-10001509,71.6,8,0,32.936,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",10/15/2019,10/21/2019,Standard Class,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,West
CA-2019-128818,CJ-12010,10009,OFF-BI-10000309,85.232,7,0.2,30.8966,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",5/7/2019,5/11/2019,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East
CA-2019-128818,CJ-12010,10009,OFF-LA-10003923,44.4,3,0,22.2,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,5/7/2019,5/11/2019,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East
CA-2019-128818,CJ-12010,10009,FUR-CH-10002084,442.764,4,0.1,59.0352,Furniture,Chairs,Hon Mobius Operator's Chair,5/7/2019,5/11/2019,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East
CA-2019-128818,CJ-12010,10009,TEC-MA-10000488,3999.95,5,0,1159.9855,Technology,Machines,Bady BDG101FRU Card Printer,5/7/2019,5/11/2019,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East
CA-2019-128818,CJ-12010,10009,TEC-AC-10001767,199.95,5,0,21.9945,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,5/7/2019,5/11/2019,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East
CA-2019-128818,CJ-12010,10009,FUR-FU-10001940,63.68,8,0,28.0192,Furniture,Furnishings,Staple-based wall hangings,5/7/2019,5/11/2019,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East
CA-2020-124576,HK-14890,93905,OFF-BI-10002735,54.896,2,0.2,18.5274,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,8/1/2020,8/4/2020,Second Class,Heather Kirkland,Corporate,United States,Salinas,California,West
CA-2019-101378,RH-19600,35810,TEC-AC-10002345,29,2,0,7.25,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,7/14/2019,7/14/2019,Same Day,Rob Haberlin,Consumer,United States,Huntsville,Alabama,South
CA-2020-143063,IL-15100,47201,OFF-EN-10003134,70.08,6,0,35.04,Office Supplies,Envelopes,Staple envelope,8/10/2020,8/15/2020,Standard Class,Ivan Liston,Consumer,United States,Columbus,Indiana,Central
CA-2020-143063,IL-15100,47201,FUR-FU-10003708,121.3,2,0,25.473,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",8/10/2020,8/15/2020,Standard Class,Ivan Liston,Consumer,United States,Columbus,Indiana,Central
CA-2020-143063,IL-15100,47201,TEC-PH-10003645,1454.49,9,0,378.1674,Technology,Phones,Aastra 57i VoIP phone,8/10/2020,8/15/2020,Standard Class,Ivan Liston,Consumer,United States,Columbus,Indiana,Central
CA-2019-118913,AS-10240,90049,OFF-AP-10000692,60.81,3,0,17.0268,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,6/25/2019,6/29/2019,Standard Class,Alan Shonely,Consumer,United States,Los Angeles,California,West
CA-2019-128412,AP-10915,98105,OFF-BI-10001718,153.552,3,0.2,51.8238,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,12/10/2019,12/17/2019,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West
CA-2019-128412,AP-10915,98105,OFF-AP-10002082,65.34,3,0,22.869,Office Supplies,Appliances,Holmes HEPA Air Purifier,12/10/2019,12/17/2019,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West
CA-2019-128412,AP-10915,98105,OFF-PA-10001125,123.92,4,0,55.764,Office Supplies,Paper,Xerox 1988,12/10/2019,12/17/2019,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West
CA-2019-128412,AP-10915,98105,OFF-AP-10000252,35.1,3,0,12.285,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,12/10/2019,12/17/2019,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West
CA-2019-128412,AP-10915,98105,TEC-AC-10003038,44.75,5,0,8.5025,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,12/10/2019,12/17/2019,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,West
CA-2019-136483,AG-10390,37918,OFF-AR-10000940,4.704,2,0.2,0.4116,Office Supplies,Art,Newell 343,12/1/2019,12/6/2019,Standard Class,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,South
CA-2017-163013,BF-11080,36116,OFF-AR-10001954,14.67,3,0,3.9609,Office Supplies,Art,Newell 331,11/28/2017,12/4/2017,Standard Class,Bart Folk,Consumer,United States,Montgomery,Alabama,South
CA-2018-135363,CK-12205,19120,OFF-PA-10003177,15.552,3,0.2,5.4432,Office Supplies,Paper,Xerox 1999,3/28/2018,4/2/2018,Standard Class,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East
CA-2018-135363,CK-12205,19120,OFF-PA-10000533,5.232,1,0.2,1.7004,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,3/28/2018,4/2/2018,Standard Class,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East
US-2017-165659,LT-17110,72209,FUR-FU-10001935,22.2,6,0,9.102,Furniture,Furnishings,3M Hangers With Command Adhesive,6/1/2017,6/6/2017,Standard Class,Liz Thompson,Consumer,United States,Little Rock,Arkansas,South
US-2017-165659,LT-17110,72209,TEC-PH-10002563,881.93,7,0,229.3018,Technology,Phones,Adtran 1202752G1,6/1/2017,6/6/2017,Standard Class,Liz Thompson,Consumer,United States,Little Rock,Arkansas,South
CA-2018-138002,BT-11305,98103,OFF-BI-10002160,6.096,2,0.2,2.1336,Office Supplies,Binders,Acco Hanging Data Binders,9/6/2018,9/12/2018,Standard Class,Beth Thompson,Home Office,United States,Seattle,Washington,West
CA-2018-138002,BT-11305,98103,FUR-FU-10004748,191.82,3,0,74.8098,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",9/6/2018,9/12/2018,Standard Class,Beth Thompson,Home Office,United States,Seattle,Washington,West
CA-2018-128860,SC-20725,17602,FUR-FU-10001473,20.104,1,0.2,1.7591,Furniture,Furnishings,DAX Wood Document Frame,6/29/2018,7/5/2018,Standard Class,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,East
CA-2019-164350,CG-12040,37620,OFF-AR-10000538,67.56,3,0.2,8.445,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",9/10/2019,9/12/2019,Second Class,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,South
US-2017-103905,AW-10930,60505,OFF-BI-10001098,29.932,7,0.8,-46.3946,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,7/14/2017,7/20/2017,Standard Class,Arthur Wiediger,Home Office,United States,Aurora,Illinois,Central
US-2017-103905,AW-10930,60505,TEC-PH-10001552,38.272,4,0.2,3.8272,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,7/14/2017,7/20/2017,Standard Class,Arthur Wiediger,Home Office,United States,Aurora,Illinois,Central
CA-2018-129854,RB-19705,10009,OFF-AR-10000390,16.52,4,0,7.5992,Office Supplies,Art,Newell Chalk Holder,8/22/2018,8/26/2018,Standard Class,Roger Barcio,Home Office,United States,New York City,New York,East
CA-2017-125556,ML-17410,6824,TEC-PH-10001079,832.93,7,0,233.2204,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,11/14/2017,11/16/2017,Second Class,Maris LaWare,Consumer,United States,Fairfield,Connecticut,East
CA-2017-125556,ML-17410,6824,OFF-BI-10003460,43.8,10,0,21.024,Office Supplies,Binders,Acco 3-Hole Punch,11/14/2017,11/16/2017,Second Class,Maris LaWare,Consumer,United States,Fairfield,Connecticut,East
CA-2019-162313,VB-21745,48146,OFF-AP-10003842,167.292,6,0.1,29.7408,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,11/27/2019,11/30/2019,First Class,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,Central
CA-2020-107874,SW-20275,10035,FUR-FU-10003535,27.42,1,0,11.2422,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,11/21/2020,11/25/2020,Standard Class,Scott Williamson,Consumer,United States,New York City,New York,East
CA-2020-129378,NS-18505,95123,OFF-BI-10002012,1.44,1,0.2,0.504,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10/1/2020,10/2/2020,First Class,Neola Schneider,Consumer,United States,San Jose,California,West
CA-2020-129378,NS-18505,95123,OFF-BI-10001922,61.776,13,0.2,20.8494,Office Supplies,Binders,Storex Dura Pro Binders,10/1/2020,10/2/2020,First Class,Neola Schneider,Consumer,United States,San Jose,California,West
CA-2020-129378,NS-18505,95123,OFF-AP-10000576,241.96,2,0,60.49,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,10/1/2020,10/2/2020,First Class,Neola Schneider,Consumer,United States,San Jose,California,West
CA-2020-129378,NS-18505,95123,FUR-CH-10000553,108.608,4,0.2,9.5032,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",10/1/2020,10/2/2020,First Class,Neola Schneider,Consumer,United States,San Jose,California,West
CA-2017-151953,DB-13555,32216,OFF-AR-10003469,2.816,2,0.2,0.9856,Office Supplies,Art,Nontoxic Chalk,9/20/2017,9/25/2017,Standard Class,Dorothy Badders,Corporate,United States,Jacksonville,Florida,South
CA-2020-130841,MH-17620,94110,OFF-BI-10000145,9.984,4,0.2,3.6192,Office Supplies,Binders,Zipper Ring Binder Pockets,7/28/2020,8/1/2020,Standard Class,Matt Hagelstein,Corporate,United States,San Francisco,California,West
CA-2020-130841,MH-17620,94110,OFF-ST-10001580,14.98,1,0,4.1944,Office Supplies,Storage,Super Decoflex Portable Personal File,7/28/2020,8/1/2020,Standard Class,Matt Hagelstein,Corporate,United States,San Francisco,California,West
CA-2020-130841,MH-17620,94110,TEC-PH-10001817,1145.6,4,0.2,100.24,Technology,Phones,Wilson Electronics DB Pro Signal Booster,7/28/2020,8/1/2020,Standard Class,Matt Hagelstein,Corporate,United States,San Francisco,California,West
CA-2018-131884,DK-13375,43302,TEC-PH-10001578,485.94,2,0.4,-89.089,Technology,Phones,Polycom SoundStation2 EX Conference phone,12/6/2018,12/6/2018,Same Day,Dennis Kane,Consumer,United States,Marion,Ohio,East
CA-2018-131884,DK-13375,43302,OFF-AR-10004078,37.376,8,0.2,4.672,Office Supplies,Art,Newell 312,12/6/2018,12/6/2018,Same Day,Dennis Kane,Consumer,United States,Marion,Ohio,East
CA-2018-131884,DK-13375,43302,FUR-CH-10004860,70.686,1,0.3,-24.2352,Furniture,Chairs,Global Low Back Tilter Chair,12/6/2018,12/6/2018,Same Day,Dennis Kane,Consumer,United States,Marion,Ohio,East
CA-2020-121909,EA-14035,19134,OFF-PA-10003790,54.816,3,0.2,17.8152,Office Supplies,Paper,Xerox 1991,7/31/2020,8/5/2020,Standard Class,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,East
CA-2019-106383,BT-11440,80122,FUR-BO-10002202,72.294,1,0.7,-98.8018,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",3/19/2019,3/21/2019,Second Class,Bobby Trafton,Consumer,United States,Littleton,Colorado,West
CA-2020-130771,LA-16780,78745,OFF-FA-10003059,2.896,2,0.2,0.4706,Office Supplies,Fasteners,Assorted Color Push Pins,7/29/2020,8/3/2020,Standard Class,Laura Armstrong,Corporate,United States,Austin,Texas,Central
CA-2020-130771,LA-16780,78745,TEC-PH-10002496,124.792,1,0.2,15.599,Technology,Phones,Cisco SPA301,7/29/2020,8/3/2020,Standard Class,Laura Armstrong,Corporate,United States,Austin,Texas,Central
CA-2019-139157,GM-14680,10024,FUR-TA-10003238,330.588,1,0.4,-115.7058,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",10/1/2019,10/5/2019,Standard Class,Greg Matthias,Consumer,United States,New York City,New York,East
CA-2017-128055,AA-10315,94122,OFF-BI-10004390,673.568,2,0.2,252.588,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,3/31/2017,4/5/2017,Standard Class,Alex Avila,Consumer,United States,San Francisco,California,West
CA-2017-128055,AA-10315,94122,OFF-AP-10002765,52.98,2,0,14.8344,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,3/31/2017,4/5/2017,Standard Class,Alex Avila,Consumer,United States,San Francisco,California,West
CA-2020-157091,DB-13405,46350,FUR-FU-10000293,526.45,5,0,31.587,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,6/26/2020,7/1/2020,Standard Class,Denny Blanton,Consumer,United States,La Porte,Indiana,Central
CA-2020-132122,JH-15820,60610,OFF-ST-10003692,228.92,5,0.2,14.3075,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,7/9/2020,7/14/2020,Standard Class,John Huston,Consumer,United States,Chicago,Illinois,Central
CA-2018-123232,DJ-13630,97206,TEC-PH-10001051,319.968,4,0.2,35.9964,Technology,Phones,HTC One,12/14/2018,12/16/2018,Second Class,Doug Jacobs,Consumer,United States,Portland,Oregon,West
CA-2020-104066,QJ-19255,5401,TEC-AC-10001013,205.03,7,0,67.6599,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,12/5/2020,12/10/2020,Standard Class,Quincy Jones,Corporate,United States,Burlington,Vermont,East
CA-2018-145849,CT-11995,46203,OFF-ST-10000025,190.86,2,0,11.4516,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,9/15/2018,9/17/2018,Second Class,Carol Triggs,Consumer,United States,Indianapolis,Indiana,Central
CA-2018-145849,CT-11995,46203,OFF-AR-10000817,24.32,8,0,8.2688,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,9/15/2018,9/17/2018,Second Class,Carol Triggs,Consumer,United States,Indianapolis,Indiana,Central
CA-2019-122322,RH-19510,84604,OFF-SU-10000952,44.4,5,0,12.432,Office Supplies,Supplies,Fiskars Home & Office Scissors,7/15/2019,7/21/2019,Standard Class,Rick Huthwaite,Home Office,United States,Provo,Utah,West
CA-2020-166849,SJ-20125,60610,FUR-FU-10004597,44.4,2,0.6,-52.17,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,4/20/2020,4/26/2020,Standard Class,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,Central
CA-2019-146633,TG-21310,90049,OFF-BI-10003527,1016.792,1,0.2,381.297,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,11/15/2019,11/17/2019,Second Class,Toby Gnade,Consumer,United States,Los Angeles,California,West
CA-2019-146633,TG-21310,90049,OFF-BI-10002982,38.136,7,0.2,13.3476,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,11/15/2019,11/17/2019,Second Class,Toby Gnade,Consumer,United States,Los Angeles,California,West
US-2019-126893,CT-11995,19134,TEC-PH-10004165,494.982,3,0.4,-115.4958,Technology,Phones,Mitel MiVoice 5330e IP Phone,11/26/2019,12/1/2019,Standard Class,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,East
CA-2020-103380,BF-11005,91104,OFF-ST-10003442,56.56,2,0,15.2712,Office Supplies,Storage,Eldon Portable Mobile Manager,11/21/2020,11/25/2020,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West
CA-2020-103380,BF-11005,91104,OFF-AR-10003856,5.56,2,0,1.4456,Office Supplies,Art,Newell 344,11/21/2020,11/25/2020,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West
CA-2020-103380,BF-11005,91104,OFF-FA-10004248,9.02,2,0,3.5178,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,11/21/2020,11/25/2020,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West
CA-2020-103380,BF-11005,91104,OFF-AP-10001492,8.62,1,0,2.2412,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",11/21/2020,11/25/2020,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West
CA-2020-103380,BF-11005,91104,TEC-PH-10004165,659.976,3,0.2,49.4982,Technology,Phones,Mitel MiVoice 5330e IP Phone,11/21/2020,11/25/2020,Standard Class,Barry Franz,Home Office,United States,Pasadena,California,West
CA-2018-116092,JM-16195,90004,OFF-PA-10004285,13.36,2,0,6.4128,Office Supplies,Paper,Xerox 1959,2/15/2018,2/18/2018,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West
CA-2018-116092,JM-16195,90004,OFF-BI-10001628,41.72,5,0.2,13.0375,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",2/15/2018,2/18/2018,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West
CA-2018-116092,JM-16195,90004,OFF-BI-10000546,11.52,5,0.2,4.176,Office Supplies,Binders,Avery Durable Binders,2/15/2018,2/18/2018,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West
CA-2018-116092,JM-16195,90004,OFF-AP-10001391,541.44,6,0,157.0176,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,2/15/2018,2/18/2018,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West
CA-2018-116092,JM-16195,90004,OFF-PA-10000477,19.44,3,0,9.3312,Office Supplies,Paper,Xerox 1952,2/15/2018,2/18/2018,Second Class,Justin MacKendrick,Consumer,United States,Los Angeles,California,West
CA-2019-117849,JK-16120,92105,OFF-PA-10004327,143.7,3,0,68.976,Office Supplies,Paper,Xerox 1911,4/15/2019,4/17/2019,Second Class,Julie Kriz,Home Office,United States,San Diego,California,West
CA-2018-169201,HG-14965,94110,OFF-AP-10000696,43.26,3,0,14.2758,Office Supplies,Appliances,Holmes Odor Grabber,9/28/2018,10/1/2018,First Class,Henry Goldwyn,Corporate,United States,San Francisco,California,West
CA-2018-169201,HG-14965,94110,OFF-AP-10002082,43.56,2,0,15.246,Office Supplies,Appliances,Holmes HEPA Air Purifier,9/28/2018,10/1/2018,First Class,Henry Goldwyn,Corporate,United States,San Francisco,California,West
CA-2019-164091,LA-16780,4401,TEC-PH-10001944,437.85,3,0,131.355,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,9/17/2019,9/22/2019,Standard Class,Laura Armstrong,Corporate,United States,Bangor,Maine,East
CA-2019-164091,LA-16780,4401,FUR-FU-10004952,109.48,2,0,33.9388,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",9/17/2019,9/22/2019,Standard Class,Laura Armstrong,Corporate,United States,Bangor,Maine,East
CA-2020-105214,TS-21610,94122,FUR-CH-10000015,1212.96,7,0.2,90.972,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,6/16/2020,6/19/2020,First Class,Troy Staebel,Consumer,United States,San Francisco,California,West
